txt,label,distance,intent,annotated_txt
E depois que passa a febre fica normal... porem ele fica deitado em repouso,5,0.2544921901484062,inform_symptoms,E depois que passa a [febre](SINTOMA) fica normal... porem ele fica deitado em repouso
Ele tosse de vez enquando,43,0.2004432506751468,inform_symptoms,Ele [tosse](SINTOMA) de vez enquando
Ele chegou a passar mal,84,0.4993888426570531,inform_symptoms,Ele chegou a passar mal
Mais foi 1 vez,9,0.3008774235477631,inform_symptoms,Mais foi 1 vez
E n aconteceu mais,72,0.1782617495237883,inform_symptoms,E n aconteceu mais
Ele reclamava de um mal estar no estomago e na cabeça,77,0.149092840360107,inform_symptoms,Ele reclamava de um [mal estar](SINTOMA) no estomago e na cabeça
E achava o corpo meio quebrado,15,0.2065428652229111,inform_symptoms,E achava o corpo meio quebrado
Ele sempre foi doente da barriga,73,0.2871729664692984,inform,Ele sempre foi doente da barriga
Dor de cabeça nao,86,0.1238023018191967,inform_symptoms,[Dor de cabeça](SINTOMA) nao
Na barriga se apertar e um pouco dolorido,37,0.1813761522203409,inform_symptoms,Na barriga se apertar e um pouco [dolorido](SINTOMA)
Sente dor nas pernas,83,0.2753831333926624,inform_symptoms,Sente [dor](SINTOMA) nas pernas
Vomitou 1 vez so,39,0.3486617420183349,inform_medicine,Vomitou 1 vez so
Foi devido a um remedio,11,0.3057007450152628,inform_symptoms,Foi devido a um remedio
2 dias atras,55,0.1990855601715783,inform_medicine,2 dias atras
Ele tem sonolencia,35,0.1811779890237544,inform_symptoms,Ele tem sonolencia
Ele nao tem falta de ar,41,0.1808074850862238,inform_symptoms,Ele nao tem [falta de ar](SINTOMA)
Entao como devo proceder?,81,0.2518998849453417,inform_symptoms,Entao como devo proceder?
Fica em casa ainda?,46,0.2164603687498524,inform,Fica em casa ainda?
Ele tem 4 dias de febre,25,0.2299476663831071,inform,Ele tem 4 dias de [febre](SINTOMA)
Nao tem como algum medico fazer uma visita e fazer o teste?,60,0.1644829043315606,request_inform,Nao tem como algum medico fazer uma visita e fazer o teste?
Ele hipertence,0,0.4942963405952043,inform_symptoms,Ele hipertence
Ele foi ao posto de saude... e mediram a oxigenaçao no sangue e informaram que estava em 96,5,0.0910101485065268,inform_symptoms,Ele foi ao posto de saude... e mediram a oxigenaçao no sangue e informaram que estava em 96
E disseram que estava normal,5,0.1504988260701921,inform_symptoms,E disseram que estava normal
Isso a 2 dias atras,55,0.2683871974648494,inform_medicine,Isso a 2 dias atras
Vc acha que tem fortes indicios de covid?,25,0.2194223506827808,inform,Vc acha que tem fortes indicios de covid?
Com oque lhe falei esta grave?,66,0.2877870214965767,request_inform,Com oque lhe falei esta grave?
Ou da pra ir se recuperando em casa?,46,0.1609459444611071,inform,Ou da pra ir se recuperando em casa?
Voce recomenda algum remedio que possa melhorar a recuperaçao?,89,0.1794376409247082,inform_symptoms,Voce recomenda algum remedio que possa melhorar a recuperaçao?
Resumindo... so procuro um hospital se estiver com falta de ar correto?,59,0.0966039067388766,inform_symptoms,Resumindo... so procuro um hospital se estiver com [falta de ar](SINTOMA) correto?
Certo,51,0.3098084731124736,greeting,Certo
E em caso se ele faltar o ar... para que nao ocorra o pior tem algum procedimento que eu possa fazer para amenizar?,89,0.0758019720343095,inform_symptoms,E em caso se ele faltar o ar... para que nao ocorra o pior tem algum procedimento que eu possa fazer para amenizar?
Gostaria de saber para eu ficar precavido,87,0.2116046552200745,inform_symptoms,Gostaria de saber para eu ficar precavido
Tem algum remedio para reforçar a fraqueza dele?,25,0.2992502181335785,inform,Tem algum remedio para reforçar a [fraqueza](SINTOMA) dele?
Muito obrigado,69,0.0813349602911203,greeting,Muito obrigado
Era so isso mesmo,47,0.4908811487656649,request_inform,Era so isso mesmo
Qualquer coisa volto a falar aqui,42,0.4486362369612277,inform_symptoms,Qualquer coisa volto a falar aqui
Tem outra coisa,35,0.1575625997398841,inform_symptoms,Tem outra coisa
Ele esta sem sentir cheiro e sabor de comida,56,0.1780918030199426,inform_symptoms,Ele esta sem sentir cheiro e sabor de comida
Obrigado,69,0.1190748691570308,greeting,Obrigado
Obg,33,0.4605641635413688,inform_symptoms,Obg
"19 dias atrás comecei a sentir uma quentura na cabeça, nariz escorrendo, dores de cabeça, sentia uma ardência horrível ao respirar, congestão nasal, e garanta inflamada, tomei alguns comprimidos anti gripais, mais nada resolvia, fiz o uso de nimesulida pra garganta não adiantava, comecei a fazer gargarejo de água morna com sal tive uma melhora. Agora atualmente estou com a quentura horrível por dentro, principalmente nas costas, tosse e dores nos braços. Medi minha saturação deu 90",77,0.0770483739760503,inform_symptoms,"19 dias atrás comecei a sentir uma quentura na cabeça, [nariz escorrendo](SINTOMA), [dores de cabeça](SINTOMA), sentia uma ardência horrível ao respirar, [congestão nasal](SINTOMA), e garanta inflamada, tomei alguns comprimidos anti gripais, mais nada resolvia, fiz o uso de nimesulida pra garganta não adiantava, comecei a fazer gargarejo de água morna com sal tive uma melhora. Agora atualmente estou com a quentura horrível por dentro, principalmente nas costas, [tosse](SINTOMA) e dores nos braços. Medi minha saturação deu 90"
Dias são 18 não 19,55,0.2699199675780459,inform_medicine,Dias são 18 não 19
38 no começo,76,0.3274349099254646,inform_medicine,38 no começo
Tenho calafrios ao anoitecer,2,0.2428549615657858,inform,Tenho calafrios ao anoitecer
Sinto como de minha respiração fosse quente,43,0.2468645135562357,inform_symptoms,Sinto como de minha respiração fosse quente
Me sino cansada se falo muito,89,0.318331822811926,inform_symptoms,Me sino cansada se falo muito
*sinto,21,0.0169930722435861,inform,*sinto
"Não, ah momentos em q fica congestionado nariz",46,0.2641870149375936,inform,"Não, ah momentos em q fica congestionado nariz"
Sem febre,13,0.1693714817044088,inform_symptoms,Sem [febre](SINTOMA)
Só uma quentura por dentro,75,0.1679956384987423,inform_symptoms,Só uma quentura por dentro
Tive melhoras,33,0.2173586818827143,inform_symptoms,Tive melhoras
"Só essa tosse que persiste a noite, dores nos braços, e essa quentura no corpo",9,0.182194546850319,inform_symptoms,"Só essa [tosse](SINTOMA) que persiste a noite, dores nos braços, e essa quentura no corpo"
"Uma amiga tem, ontem ela estava em casa pedi p medir",46,0.3126922413279538,inform,"Uma amiga tem, ontem ela estava em casa pedi p medir"
Deu 90 sim,64,0.3668503792264573,inform,Deu 90 sim
Assim,45,0.5437837526127476,inform,Assim
Quentura por dentro,75,0.1817656697939053,inform_symptoms,Quentura por dentro
Como se minha respiração tivesse quente,81,0.1508269322441843,inform_symptoms,Como se minha respiração tivesse quente
Quando falo muito me sinto um pouco cansada. Quando olhei estava assim,53,0.2595990073268519,inform_symptoms,Quando falo muito me sinto um pouco cansada. Quando olhei estava assim
Cansaço sim,22,0.0350468025822792,inform,[Cansaço](SINTOMA) sim
Saturação 90 isso é bom?,48,0.2212689749929469,request_inform,Saturação 90 isso é bom?
O Sr conseguiu ouvir o audio,60,0.3416127883722665,request_inform,O Sr conseguiu ouvir o audio
Atualmente nas costas,83,0.1885671002175799,inform_symptoms,Atualmente nas costas
Só de um lado,56,0.1742988896069635,inform_symptoms,Só de um lado
Direito,8,0.4882765465512092,inform,Direito
Incômoda um pouco,11,0.0401750174938571,inform_symptoms,Incômoda um pouco
Oq posso tomar em relação essa quentura,3,0.2729154060950918,request_inform,Oq posso tomar em relação essa quentura
E a tosse,4,0.195071015383588,inform_medicine,E a [tosse](SINTOMA)
Em devo ir ao posto de saúde,56,0.2255010400098391,inform_symptoms,Em devo ir ao posto de saúde
O pai da minha filha estava com sintomas parecidos aos meus porém mais leves e um companheiro de trabalho dele esta com covid,9,0.1127154139415008,inform_symptoms,O pai da minha filha estava com sintomas parecidos aos meus porém mais leves e um companheiro de trabalho dele esta com covid
OK,88,0.0671084134238165,greeting,OK
"Ao Sr também, que Deus te proteja e te guarde de todo mal.",77,0.1467914044696859,inform_symptoms,"Ao Sr também, que Deus te proteja e te guarde de todo mal."
"Assim. A uns dias estou com uma quebradeira no corpo, desde segunda.",59,0.1798145659481141,inform_symptoms,"Assim. A uns dias estou com uma quebradeira no corpo, desde segunda."
De ontem para hoje me deu febre,43,0.1785449968862108,inform_symptoms,De ontem para hoje me deu [febre](SINTOMA)
E agora estou com um pouco de falta de ar,50,0.0761118802228751,inform_symptoms,E agora estou com um pouco de [falta de ar](SINTOMA)
Não.,16,0.1685962067089315,inform_symptoms,Não.
Usei 3,39,0.2149683058160034,inform_medicine,Usei 3
2*,21,0.2585874864602437,inform,2*
Dorona e paracetamol gotas.,20,0.1125037301551931,inform_medicine,Dorona e paracetamol gotas.
Inicialmente sim,22,0.0350468025822792,inform,Inicialmente sim
Me diga uma coisa. Ter um pouco de tontura pode ser sintoma também?,77,0.2004637422362595,inform_symptoms,Me diga uma coisa. Ter um pouco de [tontura](SINTOMA) pode ser sintoma também?
Pois tive,33,0.2416709274954768,inform_symptoms,Pois tive
Uma leve tontura quase levanto a cabeça rápido.,54,0.4103676617791012,inform_medicine,Uma leve [tontura](SINTOMA) quase levanto a cabeça rápido.
Meus olhos estão quentes,28,0.3699908623647805,inform_symptoms,Meus olhos estão quentes
Foi pontual. Senti agora a noite. Eu estava normal dentro de casa,77,0.2084258885271551,inform_symptoms,Foi pontual. Senti agora a noite. Eu estava normal dentro de casa
Uma aticoade leve.,54,0.3267237649778851,inform_medicine,Uma aticoade leve.
Tanto que eu não queria informar. Pois pensei ter sido uma gripe,75,0.1547876607647462,inform_symptoms,Tanto que eu não queria informar. Pois pensei ter sido uma gripe
Não melhorei. Apenas diminui,16,0.1970757427349958,inform_symptoms,Não melhorei. Apenas diminui
Está bem fraca,18,0.182732429175019,inform,Está bem fraca
Agora está pouco,36,0.1829649786558759,inform,Agora está pouco
Diga,42,0.5185229968819471,inform_symptoms,Diga
Ok. Muito obrigado pela atenção.,69,0.2232687779314662,greeting,Ok. Muito obrigado pela atenção.
Está tudo claro pra mim. Muito obrigado e bom trabalho.,15,0.2102406385760807,inform_symptoms,Está tudo claro pra mim. Muito obrigado e bom trabalho.
"Boa noite, estou bem melhor",80,0.1591891799705921,greeting,"Boa noite, estou bem melhor"
A minha mulher que ainda ta com alguns sintomas,62,0.1993808348699539,inform_symptoms,A minha mulher que ainda ta com alguns sintomas
O meu domingo,82,0.2702016202599731,inform_symptoms,O meu domingo
Só farmácia,63,0.0436833177191386,inform,Só farmácia
Pedi pelo celular,28,0.4120064332938494,inform_symptoms,Pedi pelo celular
Tô isolada com minha mulher e minha filha de 3anos,62,0.1554378878936995,inform_symptoms,Tô isolada com minha mulher e minha filha de 3anos
Minha casa e pequena não tem como quartos não tem como fica distante das outras pessoas,49,0.1671984205334091,inform_symptoms,Minha casa e pequena não tem como quartos não tem como fica distante das outras pessoas
Febre diarreia sentindo cansada e como se tivesse inchada,81,0.1150401083860407,inform_symptoms,Febre diarreia sentindo cansada e como se tivesse inchada
Quando tomar mais depois de umas 3 4 horas volta a febre,77,0.2284878966947249,inform_symptoms,Quando tomar mais depois de umas 3 4 horas volta a [febre](SINTOMA)
Quando fala muito e quando faz as atividades,15,0.2934087837168867,inform_symptoms,Quando fala muito e quando faz as atividades
Sei,67,0.5505602228140591,inform_medicine,Sei
Muito obrigada,40,0.0352694455151978,greeting,Muito obrigada
Seu nome e?,4,0.2729605456014687,inform_medicine,Seu nome e?
Que deus abençoe vc e sua família,9,0.1744036075579339,inform_symptoms,Que deus abençoe vc e sua família
"Olá!  Me chamo Maria Bianca, moro com esposo e um filho de um ano e meio. Há uma semana meu esposo e eu começamos a sentir febre (que vai e volta), dor de garganta e de cabeça. Há 2 dias começamos a sentir um mau estar no peito! Nosso bebê tbm sentiu febre, mas passou. O que devemos fazer?",77,0.0597925582159265,inform_symptoms,"Olá!  Me chamo Maria Bianca, moro com esposo e um filho de um ano e meio. Há uma semana meu esposo e eu começamos a sentir [febre](SINTOMA) (que vai e volta), [dor de garganta](SINTOMA) e de cabeça. Há 2 dias começamos a sentir um mau estar no peito! Nosso bebê tbm sentiu [febre](SINTOMA), mas passou. O que devemos fazer?"
Esposo,42,0.4192896017797897,inform_symptoms,Esposo
"Não, não",30,0.0871052579281144,inform_symptoms,"Não, não"
Febre que vai e volta Dor de cabeça intensa Dor de garganta Incômodo no peito aumentando aos poucos,86,0.0654086186935871,inform_symptoms,[Febre](SINTOMA) que vai e volta [Dor de cabeça](SINTOMA) intensa [Dor de garganta](SINTOMA) Incômodo no peito aumentando aos poucos
Desde sexta passada e há dois dias os incômodos no peito,7,0.171940255872273,inform,Desde sexta passada e há dois dias os incômodos no peito
"Travessa Grande Otelo, 34, Vila-velha 2",39,0.2553087587180742,inform_medicine,"Travessa Grande Otelo, 34, Vila-velha 2"
O bebê,60,0.1358521867789601,request_inform,O bebê
1 ano e 6 meses,39,0.1791101278757702,inform_medicine,1 ano e 6 meses
"Ontem sentiu febre e estava com a respiração mais profunda, mas hoje não apresentou nenhum sintoma",49,0.1177382305070242,inform_symptoms,"Ontem sentiu [febre](SINTOMA) e estava com a respiração mais profunda, mas hoje não apresentou nenhum sintoma"
Febre ontem,28,0.389626512073005,inform_symptoms,[Febre](SINTOMA) ontem
Eu,32,0.0552220876230593,inform_symptoms,Eu
"Febre ( que já passou) Tosse Espirro Dor de cabeça E cansaso intenso, mesmo em pequenas coisas q faço rotineiramente, exemplo o mingual do bebê.  Comecei a senti desde quinta passada. E o cansaso há 4 dias",5,0.0772488852233658,inform_symptoms,"[Febre](SINTOMA) ( que já passou) [Tosse](SINTOMA) Espirro [Dor de cabeça](SINTOMA) E cansaso intenso, mesmo em pequenas coisas q faço rotineiramente, exemplo o mingual do bebê.  Comecei a senti desde quinta passada. E o cansaso há 4 dias"
Onde podemos nos testar?,89,0.3298752375854913,inform_symptoms,Onde podemos nos testar?
Obg!,12,0.197966554248898,greeting,Obg!
Ontem na hora de dormir tive a sensação de falta de ar.,87,0.1093549463168856,inform_symptoms,Ontem na hora de dormir tive a sensação de [falta de ar](SINTOMA).
A minha garganta meio grossa pra passar o ar.,62,0.2900221647790331,inform_symptoms,A minha [garganta](SINTOMA) meio grossa pra passar o ar.
Fadiga.,76,0.642440719850337,inform_medicine,[Fadiga](SINTOMA).
"Estou melhor das dores e do desconforto na cabeça, mas mãe nariz está  entupido.",9,0.1662556770952706,inform_symptoms,"Estou melhor das dores e do desconforto na cabeça, mas mãe nariz está  entupido."
"A minha garganta não dói, mas tá grossa pra passar o ar., tenho que ficar puxando o ar as vezes.",89,0.1403755555793933,inform_symptoms,"A minha [garganta](SINTOMA) não dói, mas tá grossa pra passar o ar., tenho que ficar puxando o ar as vezes."
"Foi ao posto e me deram azitromicina,paracetamol.",5,0.2744315603674707,inform_symptoms,"Foi ao posto e me deram azitromicina,paracetamol."
Sim.,61,0.0438766918426024,inform,Sim.
É o meu nariz entupido.,82,0.15723711258588,inform_symptoms,É o meu nariz entupido.
"A noite, agora sensação de estar com febre e no termômetro  não dá.",5,0.1315358730820237,inform_symptoms,"A noite, agora sensação de estar com [febre](SINTOMA) e no termômetro  não dá."
A noite.,84,0.2170986716023744,inform_symptoms,A noite.
É os olhos ardendo.,7,0.1575970212932014,inform,É os olhos ardendo.
"Eu ando dentro de casa , fico no quintal o dia inteiro e a noite vou pro quarto dormir.",77,0.1595558765050905,inform_symptoms,"Eu ando dentro de casa , fico no quintal o dia inteiro e a noite vou pro quarto dormir."
Fico no quintal porque eu tenho uma filha de 2 anos e fica me chamando.,59,0.1604248152662036,inform_symptoms,Fico no quintal porque eu tenho uma filha de 2 anos e fica me chamando.
Só a noite que eu paro e puxo um pouco o ar.,5,0.1286508638223613,inform_symptoms,Só a noite que eu paro e puxo um pouco o ar.
"Sim ,está entupido mas não estou gripada.",16,0.1715496373018492,inform_symptoms,"Sim ,está entupido mas não estou gripada."
"Ontem quando entupiu, me deu umas pontadas nas costas e no peito direito.",5,0.232044718242335,inform_symptoms,"Ontem quando entupiu, me deu umas pontadas nas costas e no peito direito."
"Ontem de manhã eu fui e passei mal ,a minha pressão baixou porque eu estava com muita dor nas costas.",24,0.1685145202882296,inform,"Ontem de manhã eu fui e passei mal ,a minha pressão baixou porque eu estava com muita [dor](SINTOMA) nas costas."
Ao posto da Parangaba.,38,0.276377631255384,inform,Ao posto da Parangaba.
Dipirona e azitromicina.,4,0.1254456656389737,inform_medicine,Dipirona e azitromicina.
Azitromicina durante 5 dias .,55,0.1921189692834137,inform_medicine,Azitromicina durante 5 dias .
1 vez ao dia.,59,0.3149758246272975,inform_symptoms,1 vez ao dia.
Dipirona quando começo a sentir aumentar as dores e os encomodo.,5,0.2542839137979052,inform_symptoms,Dipirona quando começo a sentir aumentar as [dores](SINTOMA) e os encomodo.
"Tem que tomar direto ,mesmo que não esteja doendo muito.",75,0.1202761568801354,inform_symptoms,"Tem que tomar direto ,mesmo que não esteja doendo muito."
Onde posso fazer um exame?,3,0.2700831910273147,request_inform,Onde posso fazer um exame?
Qual posto de saúde?,43,0.2470845209215312,inform_symptoms,Qual posto de saúde?
Eu passo o dia de luvas e mascara. Tem risco de contaminação? As vezes preciso abrir a geladeira. Quando uso o vaso sanitário limpo com água sanitária.,77,0.1055889414657144,inform_symptoms,Eu passo o dia de luvas e mascara. Tem risco de contaminação? As vezes preciso abrir a geladeira. Quando uso o vaso sanitário limpo com água sanitária.
E também preciso cozinhar.,4,0.2242473728517484,inform_medicine,E também preciso cozinhar.
Posso lavar as lousas de luvas?,87,0.2994401607829878,inform_symptoms,Posso lavar as lousas de luvas?
Por enquanto não. Obrigada. Boa noite!,89,0.1992902415739688,inform_symptoms,Por enquanto não. Obrigada. Boa noite!
"Desde dia 28/04 comecei a sentir uma dor intensa no corpo, e dia 29/04 junto com a dor no corpo estava sentindo uma moleza, hoje ao acordar comecei a sentir dor de garganta apresentando algumas bolhas amareladas e febre de 38.7.",77,0.1288883464268874,inform_symptoms,"Desde dia 28/04 comecei a sentir uma [dor](SINTOMA) intensa no corpo, e dia 29/04 junto com a [dor](SINTOMA) no corpo estava sentindo uma moleza, hoje ao acordar comecei a sentir [dor de garganta](SINTOMA) apresentando algumas bolhas amareladas e [febre](SINTOMA) de 38.7."
Na lateral direita da garganta,37,0.2543590225768503,inform_symptoms,Na lateral direita da [garganta](SINTOMA)
"Não, é bem visível, perto das amígdalas",16,0.2400341664877711,inform_symptoms,"Não, é bem visível, perto das amígdalas"
"Já tive, a alguns anos atrás",75,0.3049522213831026,inform_symptoms,"Já tive, a alguns anos atrás"
Umas 16:00 horas,71,0.4915834500630892,inform_medicine,Umas 16:00 horas
"Desde esse horário estou monitorando, estava em 37.7, depois subiu pra 38.7, e agora está em 38.0",46,0.2454967637079353,inform,"Desde esse horário estou monitorando, estava em 37.7, depois subiu pra 38.7, e agora está em 38.0"
"Sim, paracetamol",61,0.3144620659546124,inform,"Sim, paracetamol"
19:30 hrs,71,0.5076852225978116,inform_medicine,19:30 hrs
"Sinto um piado no peito e começo a tossir, e sinto uma leve dor de cabeça a cima dos olhos",50,0.1129950590113967,inform_symptoms,"Sinto um piado no peito e começo a tossir, e sinto uma leve [dor de cabeça](SINTOMA) a cima dos olhos"
E quando espirro doe a garganta e o ouvido,4,0.1685041096487892,inform_medicine,E quando espirro doe a [garganta](SINTOMA) e o ouvido
"Eu tenho rinite e sinusite, tomo remédio apenas quando tenho crise",24,0.262455934178025,inform,"Eu tenho rinite e [sinusite](SINTOMA), tomo remédio apenas quando tenho crise"
Posso tomar azitromicina? Por conta da garganta,3,0.193869538889041,request_inform,Posso tomar azitromicina? Por conta da [garganta](SINTOMA)
"Não, obrigada",16,0.1626859860913624,inform_symptoms,"Não, obrigada"
