txt,label,distance,intent,annotated_txt
uma tosse assim meio leve,3,0.238771179840936,inform_symptoms,uma [tosse](SINTOMA) assim meio leve
senti dor no corpo mais passou,59,0.2130248255577355,inform_symptoms,senti [dor](SINTOMA) no corpo mais passou
sim,58,0.2285588211659258,inform,sim
Mais tomo paracetamol e passa,44,0.1548617117599804,inform_medicine,Mais tomo paracetamol e passa
Todos os dias a tarde,10,0.22035196289023,inform,Todos os dias a tarde
Tenho termômetro,7,0.3266967886797006,inform_symptoms,Tenho termômetro
fico quente e com calafrios,8,0.2379959373548373,inform_symptoms,fico quente e com calafrios
passou a dor no corpo,65,0.1988929296621998,inform_symptoms,passou a [dor](SINTOMA) no corpo
Só aquele negocio na garganta,36,0.3529240089015688,inform_symptoms,Só aquele negocio na [garganta](SINTOMA)
as vezes acho que pode até ser (desculpe )catarro,24,0.2761894878212683,inform,as vezes acho que pode até ser (desculpe )[catarro](SINTOMA)
Mais não consigo escarrar,40,0.1923719731540777,inform_symptoms,Mais não consigo escarrar
"Hoje fiz vinagre, com limão e água morna",22,0.3277660913160255,inform_symptoms,"Hoje fiz vinagre, com limão e água morna"
aliviou um pouco,3,0.1745324570894502,inform_symptoms,aliviou um pouco
obg.,12,0.4143208602904626,inform,obg.
uso paracetamol e chá,44,0.1641777269672654,inform_medicine,uso paracetamol e chá
Tá certo obg.,58,0.396914513521846,inform,Tá certo obg.
certo,58,0.2290650609232005,inform,certo
Pra mim fazer uma avaliação assim para minha mãe e meu pai só com os dados deles,32,0.4090518120600639,inform,Pra mim fazer uma avaliação assim para minha mãe e meu pai só com os dados deles
Estão os dois com febre a mais de cinco dias,56,0.2295029420544794,inform_symptoms,Estão os dois com [febre](SINTOMA) a mais de cinco dias
são idosos 84 e 74 ela,17,0.4859045721933523,inform,são idosos 84 e 74 ela
são hipertensos e tem cálculos renais,73,0.240010724472823,inform_symptoms,são hipertensos e tem cálculos renais
"estão tendo febre toda tarde ,moleza no corpo",52,0.2887855297226083,inform_symptoms,"estão tendo [febre](SINTOMA) toda tarde ,moleza no corpo"
Tem q ter o CPF?,61,0.276937913221939,request_inform,Tem q ter o CPF?
Pode ser só o nome e CEP Da rua,72,0.3842535059087767,request_inform,Pode ser só o nome e CEP Da rua
Vou abrir o da minha mãe,26,0.2871597722189878,inform,Vou abrir o da minha mãe
Tá,12,0.2456458409348151,inform,Tá
Boa noite como faço pra abrir pra minha mãe?,11,0.3658647461334189,request_inform,Boa noite como faço pra abrir pra minha mãe?
Meu pai,4,0.2504077401466767,inform,Meu pai
Boa noite é porque  meu pai está com,32,0.2905648164006925,inform,Boa noite é porque  meu pai está com
"muita febre ,toma paracetamol passa e volta",44,0.2423996195618403,inform_medicine,"muita [febre](SINTOMA) ,toma paracetamol passa e volta"
"Ele tem 84 anos ,é hipertenso e tem cálculo renal",73,0.2374463350626072,inform_symptoms,"Ele tem 84 anos ,é [hipertenso](SINTOMA) e tem cálculo renal"
faz tratamento no cenec,9,0.4777944670810226,inform_medicine,faz tratamento no cenec
Pois é quero fazer pra ele agora,48,0.3369223501420283,inform,Pois é quero fazer pra ele agora
"Tenho que usar outro celular, como faço?",61,0.3061450214863511,request_inform,"Tenho que usar outro celular, como faço?"
Me ajude por favor,51,0.3118238304601631,greeting,Me ajude por favor
Tenho que pedir outra pessoa pra fazer isso?,61,0.2549682950722266,request_inform,Tenho que pedir outra pessoa pra fazer isso?
Tou com o CPF dele,5,0.3636142086543995,inform,Tou com o CPF dele
"Desde o dia 25/04 que comecei a sentir moleza no corpo, febre e a garganta doendo.  No dia 27/04 fui a upa e me atenderam, a médica disse que pode ser uma virose ou rinossinusite. Passou 10 dias de amoxicilina + clavulanato e antialérgico.",71,0.2865878641476836,inform_symptoms,"Desde o dia 25/04 que comecei a sentir moleza no corpo, [febre](SINTOMA) e a [garganta](SINTOMA) doendo.  No dia 27/04 fui a upa e me atenderam, a médica disse que pode ser uma virose ou [rinossinusite](SINTOMA). Passou 10 dias de amoxicilina + clavulanato e antialérgico."
"Só que não sinto melhora, perdi o olfato e o paladar",70,0.1627721340101272,inform_symptoms,"Só que não sinto melhora, perdi o olfato e o paladar"
"minha cabeça dói, sinto um peso",59,0.3268081390445715,inform_symptoms,"minha cabeça dói, sinto um peso"
ela me entregou um atestado de 3 dias voltei ao trabalho,56,0.2951940150530828,inform_symptoms,ela me entregou um atestado de 3 dias voltei ao trabalho
então?,76,0.1651900271984506,request_inform,então?
posso procurar fazer o teste particular? se der positivo?,25,0.2237159628942224,request_inform,posso procurar fazer o teste particular? se der positivo?
"dor de cabeça, dor no corpo, ausência de paladar e olfato, febre tenho mas poucas vezes",52,0.1106119122045851,inform_symptoms,"[dor de cabeça](SINTOMA), dor no corpo, ausência de paladar e olfato, [febre](SINTOMA) tenho mas poucas vezes"
"dipirona, sim",74,0.4420227462861226,inform_medicine,"dipirona, sim"
a médica prescreveu,54,0.367960519509816,inform,a médica prescreveu
não tem como ficar em repouso por conta do trabalho,49,0.3378295275381303,inform,não tem como ficar em repouso por conta do trabalho
obrigada,63,0.1850628406057142,greeting,obrigada
obrigada pelas dicas,20,0.1715209082174035,greeting,obrigada pelas dicas
boa noite!,14,0.1500880873759288,greeting,boa noite!
Boa noite,14,0.1232124327835308,greeting,Boa noite
Estou com meu pai adoentado,7,0.2524063291648452,inform_symptoms,Estou com meu pai adoentado
Uns 3 dias de febre ou mais,56,0.2176951528668973,inform_symptoms,Uns 3 dias de [febre](SINTOMA) ou mais
Talvez 4,16,0.2948903654482487,inform,Talvez 4
Todo dia tem febre,8,0.1945900991549338,inform_symptoms,Todo dia tem [febre](SINTOMA)
So que ele nao apresenta falta de ar,37,0.2147320407874204,inform_symptoms,So que ele nao apresenta [falta de ar](SINTOMA)
E depois que passa a febre fica normal... porem ele fica deitado em repouso,68,0.3669709808857241,inform_symptoms,E depois que passa a [febre](SINTOMA) fica normal... porem ele fica deitado em repouso
Ele tosse de vez enquando,64,0.362911765774173,inform_symptoms,Ele [tosse](SINTOMA) de vez enquando
Ele chegou a passar mal,50,0.3108024304052325,inform_symptoms,Ele chegou a passar mal
Mais foi 1 vez,5,0.2775602424600608,inform,Mais foi 1 vez
E n aconteceu mais,30,0.253905575258875,inform,E n aconteceu mais
Ele reclamava de um mal estar no estomago e na cabeça,59,0.2703555847362372,inform_symptoms,Ele reclamava de um [mal estar](SINTOMA) no estomago e na cabeça
E achava o corpo meio quebrado,19,0.3406035706387532,inform_symptoms,E achava o corpo meio quebrado
Ele sempre foi doente da barriga,65,0.318205367991923,inform_symptoms,Ele sempre foi doente da barriga
Dor de cabeça nao,65,0.1926479950553123,inform_symptoms,[Dor de cabeça](SINTOMA) nao
Na barriga se apertar e um pouco dolorido,59,0.1955866471904878,inform_symptoms,Na barriga se apertar e um pouco [dolorido](SINTOMA)
Sente dor nas pernas,65,0.1739293536271218,inform_symptoms,Sente [dor](SINTOMA) nas pernas
Vomitou 1 vez so,64,0.3189881727744771,inform_symptoms,Vomitou 1 vez so
Foi devido a um remedio,54,0.3421633185025027,inform,Foi devido a um remedio
2 dias atras,31,0.19559051800254,inform,2 dias atras
Ele nao tem falta de ar,37,0.1541838828305602,inform_symptoms,Ele nao tem [falta de ar](SINTOMA)
Entao como devo proceder?,11,0.1418592355804433,request_inform,Entao como devo proceder?
Fica em casa ainda?,1,0.2039205732843461,inform,Fica em casa ainda?
Ele tem 4 dias de febre,56,0.177913544626783,inform_symptoms,Ele tem 4 dias de [febre](SINTOMA)
Nao tem como algum medico fazer uma visita e fazer o teste?,25,0.2545969709190109,request_inform,Nao tem como algum medico fazer uma visita e fazer o teste?
Ele hipertence,73,0.253878277378552,inform_symptoms,Ele hipertence
Ele foi ao posto de saude... e mediram a oxigenaçao no sangue e informaram que estava em 96,77,0.4797938248840411,inform,Ele foi ao posto de saude... e mediram a oxigenaçao no sangue e informaram que estava em 96
E disseram que estava normal,30,0.3035184859629661,inform,E disseram que estava normal
Isso a 2 dias atras,31,0.1412584226737022,inform,Isso a 2 dias atras
Vc acha que tem fortes indicios de covid?,29,0.3096982647256713,request_inform,Vc acha que tem fortes indicios de covid?
Com oque lhe falei esta grave?,47,0.3679342638282272,inform,Com oque lhe falei esta grave?
Ou da pra ir se recuperando em casa?,61,0.2717252995388012,request_inform,Ou da pra ir se recuperando em casa?
Voce recomenda algum remedio que possa melhorar a recuperaçao?,54,0.2676563778684495,inform,Voce recomenda algum remedio que possa melhorar a recuperaçao?
Resumindo... so procuro um hospital se estiver com falta de ar correto?,23,0.329064817650356,request_inform,Resumindo... so procuro um hospital se estiver com [falta de ar](SINTOMA) correto?
Certo,58,0.2290650609232005,inform,Certo
E em caso se ele faltar o ar... para que nao ocorra o pior tem algum procedimento que eu possa fazer para amenizar?,23,0.3518092958026632,request_inform,E em caso se ele faltar o ar... para que nao ocorra o pior tem algum procedimento que eu possa fazer para amenizar?
Gostaria de saber para eu ficar precavido,6,0.2077071021912788,request_inform,Gostaria de saber para eu ficar precavido
Tem algum remedio para reforçar a fraqueza dele?,61,0.3420981738048718,request_inform,Tem algum remedio para reforçar a [fraqueza](SINTOMA) dele?
Muito obrigado,63,0.106485694811373,greeting,Muito obrigado
Era so isso mesmo,5,0.2602542355201397,inform,Era so isso mesmo
Qualquer coisa volto a falar aqui,47,0.2293396341048357,inform,Qualquer coisa volto a falar aqui
Tem outra coisa,5,0.3014711656100983,inform,Tem outra coisa
Ele esta sem sentir cheiro e sabor de comida,70,0.1387572100975406,inform_symptoms,Ele esta sem sentir cheiro e sabor de comida
Obrigado,63,0.1674785347948639,greeting,Obrigado
Obg,35,0.3552910333397453,inform_symptoms,Obg
"19 dias atrás comecei a sentir uma quentura na cabeça, nariz escorrendo, dores de cabeça, sentia uma ardência horrível ao respirar, congestão nasal, e garanta inflamada, tomei alguns comprimidos anti gripais, mais nada resolvia, fiz o uso de nimesulida pra garganta não adiantava, comecei a fazer gargarejo de água morna com sal tive uma melhora. Agora atualmente estou com a quentura horrível por dentro, principalmente nas costas, tosse e dores nos braços. Medi minha saturação deu 90",71,0.2219535039640355,inform_symptoms,"19 dias atrás comecei a sentir uma quentura na cabeça, [nariz escorrendo](SINTOMA), [dores de cabeça](SINTOMA), sentia uma ardência horrível ao respirar, [congestão nasal](SINTOMA), e garanta inflamada, tomei alguns comprimidos anti gripais, mais nada resolvia, fiz o uso de nimesulida pra garganta não adiantava, comecei a fazer gargarejo de água morna com sal tive uma melhora. Agora atualmente estou com a quentura horrível por dentro, principalmente nas costas, [tosse](SINTOMA) e dores nos braços. Medi minha saturação deu 90"
Dias são 18 não 19,31,0.3825062262145263,inform,Dias são 18 não 19
38 no começo,2,0.4070743548773348,inform,38 no começo
Tenho calafrios ao anoitecer,15,0.2723024357148251,inform_symptoms,Tenho calafrios ao anoitecer
Sinto como de minha respiração fosse quente,60,0.242868191042455,inform_symptoms,Sinto como de minha respiração fosse quente
Me sino cansada se falo muito,19,0.2354508399016714,inform_symptoms,Me sino cansada se falo muito
"Não, ah momentos em q fica congestionado nariz",28,0.2957653503442551,inform_symptoms,"Não, ah momentos em q fica congestionado nariz"
Tipo Tampa,74,0.4298431387353643,inform_medicine,Tipo Tampa
Sem febre,33,0.1736366835423276,inform_symptoms,Sem [febre](SINTOMA)
Só uma quentura por dentro,8,0.3860824347912794,inform_symptoms,Só uma quentura por dentro
Tive melhoras,43,0.2343004980987335,inform,Tive melhoras
"Só essa tosse que persiste a noite, dores nos braços, e essa quentura no corpo",52,0.2087677920350436,inform_symptoms,"Só essa [tosse](SINTOMA) que persiste a noite, dores nos braços, e essa quentura no corpo"
"Uma amiga tem, ontem ela estava em casa pedi p medir",22,0.3642487904859496,inform_symptoms,"Uma amiga tem, ontem ela estava em casa pedi p medir"
Deu 90 sim,58,0.3546714117657751,inform,Deu 90 sim
Assim,12,0.1863545414750456,inform,Assim
Quentura por dentro,13,0.4275115563518193,inform_symptoms,Quentura por dentro
Como se minha respiração tivesse quente,8,0.2603337151563102,inform_symptoms,Como se minha respiração tivesse quente
Quando falo muito me sinto um pouco cansada. Quando olhei estava assim,39,0.2642812922259109,inform_symptoms,Quando falo muito me sinto um pouco cansada. Quando olhei estava assim
Cansaço sim,74,0.2935206508490433,inform_medicine,[Cansaço](SINTOMA) sim
Saturação 90 isso é bom?,61,0.3548679209230394,request_inform,Saturação 90 isso é bom?
O Sr conseguiu ouvir o audio,5,0.4170020559392937,inform,O Sr conseguiu ouvir o audio
Atualmente nas costas,48,0.2870623502496128,inform,Atualmente nas costas
Direito,12,0.3334082342684979,inform,Direito
Incômoda um pouco,3,0.1527600932373601,inform_symptoms,Incômoda um pouco
Oq posso tomar em relação essa quentura,11,0.2847496115424011,request_inform,Oq posso tomar em relação essa quentura
E a tosse,13,0.1966489839540051,inform_symptoms,E a [tosse](SINTOMA)
Em devo ir ao posto de saúde,41,0.178412311709212,request_inform,Em devo ir ao posto de saúde
O pai da minha filha estava com sintomas parecidos aos meus porém mais leves e um companheiro de trabalho dele esta com covid,32,0.319762668285722,inform,O pai da minha filha estava com sintomas parecidos aos meus porém mais leves e um companheiro de trabalho dele esta com covid
OK,67,0.1499086241738816,inform,OK
"Ao Sr também, que Deus te proteja e te guarde de todo mal.",51,0.3896932418865808,greeting,"Ao Sr também, que Deus te proteja e te guarde de todo mal."
"Assim. A uns dias estou com uma quebradeira no corpo, desde segunda.",56,0.3439632318624194,inform_symptoms,"Assim. A uns dias estou com uma quebradeira no corpo, desde segunda."
De ontem para hoje me deu febre,22,0.2030314526281428,inform_symptoms,De ontem para hoje me deu [febre](SINTOMA)
E agora estou com um pouco de falta de ar,37,0.1777925987763151,inform_symptoms,E agora estou com um pouco de [falta de ar](SINTOMA)
Não.,18,0.2168674377679595,inform,Não.
Usei 3,4,0.3228787689313046,inform,Usei 3
Dorona e paracetamol gotas.,44,0.2802039106238415,inform_medicine,Dorona e paracetamol gotas.
Inicialmente sim,58,0.2346119474780624,inform,Inicialmente sim
Me diga uma coisa. Ter um pouco de tontura pode ser sintoma também?,23,0.4164638741455587,request_inform,Me diga uma coisa. Ter um pouco de [tontura](SINTOMA) pode ser sintoma também?
Uma leve tontura quase levanto a cabeça rápido.,3,0.4721329026292983,inform_symptoms,Uma leve [tontura](SINTOMA) quase levanto a cabeça rápido.
Meus olhos estão quentes,32,0.2460510417397424,inform,Meus olhos estão quentes
Foi pontual. Senti agora a noite. Eu estava normal dentro de casa,1,0.3367920511920802,inform,Foi pontual. Senti agora a noite. Eu estava normal dentro de casa
Quase,12,0.3465615091369352,inform,Quase
Uma aticoade leve.,3,0.4982940668072997,inform_symptoms,Uma aticoade leve.
Tanto que eu não queria informar. Pois pensei ter sido uma gripe,45,0.3456523415184833,inform_symptoms,Tanto que eu não queria informar. Pois pensei ter sido uma gripe
Não melhorei. Apenas diminui,45,0.2641514413016835,inform_symptoms,Não melhorei. Apenas diminui
Está bem fraca,3,0.2436064924666893,inform_symptoms,Está bem fraca
Agora está pouco,48,0.1959457554390313,inform,Agora está pouco
Diga,35,0.3514125430461128,inform_symptoms,Diga
Ok. Muito obrigado pela atenção.,20,0.1665060693418051,greeting,Ok. Muito obrigado pela atenção.
Está tudo claro pra mim. Muito obrigado e bom trabalho.,63,0.3775351082382507,greeting,Está tudo claro pra mim. Muito obrigado e bom trabalho.
"Boa noite, estou bem melhor",43,0.1574682857581375,inform,"Boa noite, estou bem melhor"
A minha mulher que ainda ta com alguns sintomas,38,0.2488099126723592,inform_symptoms,A minha mulher que ainda ta com alguns sintomas
O meu domingo,21,0.2188234742479474,inform,O meu domingo
Só farmácia,53,0.3627720014048455,request_inform,Só farmácia
Pedi pelo celular,47,0.3866447111260668,inform,Pedi pelo celular
Tô isolada com minha mulher e minha filha de 3anos,32,0.2536999119935232,inform,Tô isolada com minha mulher e minha filha de 3anos
Minha casa e pequena não tem como quartos não tem como fica distante das outras pessoas,1,0.3144332462308523,inform,Minha casa e pequena não tem como quartos não tem como fica distante das outras pessoas
Febre diarreia sentindo cansada e como se tivesse inchada,52,0.2510591639873216,inform_symptoms,Febre diarreia sentindo cansada e como se tivesse inchada
Dipirona 1miligrama,9,0.4488773140330347,inform_medicine,Dipirona 1miligrama
Quando tomar mais depois de umas 3 4 horas volta a febre,39,0.3424168545240428,inform_symptoms,Quando tomar mais depois de umas 3 4 horas volta a [febre](SINTOMA)
Quando fala muito e quando faz as atividades,39,0.2877518027639981,inform_symptoms,Quando fala muito e quando faz as atividades
Sei,12,0.2951656810488722,inform,Sei
Muito obrigada,63,0.1084240095458441,greeting,Muito obrigada
Seu nome e?,76,0.2368315482124295,request_inform,Seu nome e?
Que deus abençoe vc e sua família,51,0.2558677995814504,greeting,Que deus abençoe vc e sua família
Amém,12,0.3602184019690525,inform,Amém
"Olá!  Me chamo Maria Bianca, moro com esposo e um filho de um ano e meio. Há uma semana meu esposo e eu começamos a sentir febre (que vai e volta), dor de garganta e de cabeça. Há 2 dias começamos a sentir um mau estar no peito! Nosso bebê tbm sentiu febre, mas passou. O que devemos fazer?",71,0.2678591654652583,inform_symptoms,"Olá!  Me chamo Maria Bianca, moro com esposo e um filho de um ano e meio. Há uma semana meu esposo e eu começamos a sentir [febre](SINTOMA) (que vai e volta), [dor de garganta](SINTOMA) e de cabeça. Há 2 dias começamos a sentir um mau estar no peito! Nosso bebê tbm sentiu [febre](SINTOMA), mas passou. O que devemos fazer?"
Esposo,35,0.3493048554025592,inform_symptoms,Esposo
"Não, não",18,0.1997092486548831,inform,"Não, não"
Febre que vai e volta Dor de cabeça intensa Dor de garganta Incômodo no peito aumentando aos poucos,52,0.2073487312640719,inform_symptoms,[Febre](SINTOMA) que vai e volta [Dor de cabeça](SINTOMA) intensa [Dor de garganta](SINTOMA) Incômodo no peito aumentando aos poucos
Desde sexta passada e há dois dias os incômodos no peito,56,0.3024781134108052,inform_symptoms,Desde sexta passada e há dois dias os incômodos no peito
"Travessa Grande Otelo, 34, Vila-velha 2",34,0.4729361166319258,inform,"Travessa Grande Otelo, 34, Vila-velha 2"
1 ano e 6 meses,17,0.3132866528506923,inform,1 ano e 6 meses
"Ontem sentiu febre e estava com a respiração mais profunda, mas hoje não apresentou nenhum sintoma",68,0.1760058039617328,inform_symptoms,"Ontem sentiu [febre](SINTOMA) e estava com a respiração mais profunda, mas hoje não apresentou nenhum sintoma"
Febre ontem,10,0.234320982223758,inform,[Febre](SINTOMA) ontem
Gemido expiratório somente ontem,22,0.3368864694140303,inform_symptoms,Gemido expiratório somente ontem
Eu,12,0.2459312552084777,inform,Eu
"Febre ( que já passou) Tosse Espirro Dor de cabeça E cansaso intenso, mesmo em pequenas coisas q faço rotineiramente, exemplo o mingual do bebê.  Comecei a senti desde quinta passada. E o cansaso há 4 dias",71,0.2724453326310806,inform_symptoms,"[Febre](SINTOMA) ( que já passou) [Tosse](SINTOMA) Espirro [Dor de cabeça](SINTOMA) E cansaso intenso, mesmo em pequenas coisas q faço rotineiramente, exemplo o mingual do bebê.  Comecei a senti desde quinta passada. E o cansaso há 4 dias"
Onde podemos nos testar?,25,0.2486516844595947,request_inform,Onde podemos nos testar?
Obg!,12,0.3778599829764872,inform,Obg!
Ontem na hora de dormir tive a sensação de falta de ar.,22,0.2630835820720788,inform_symptoms,Ontem na hora de dormir tive a sensação de [falta de ar](SINTOMA).
A minha garganta meio grossa pra passar o ar.,60,0.3623364821312899,inform_symptoms,A minha [garganta](SINTOMA) meio grossa pra passar o ar.
Fadiga.,35,0.4471220330911654,inform_symptoms,[Fadiga](SINTOMA).
"Estou melhor das dores e do desconforto na cabeça, mas mãe nariz está  entupido.",68,0.3296669653963419,inform_symptoms,"Estou melhor das dores e do desconforto na cabeça, mas mãe nariz está  entupido."
"A minha garganta não dói, mas tá grossa pra passar o ar., tenho que ficar puxando o ar as vezes.",60,0.31601639126465,inform_symptoms,"A minha [garganta](SINTOMA) não dói, mas tá grossa pra passar o ar., tenho que ficar puxando o ar as vezes."
"Foi ao posto e me deram azitromicina,paracetamol.",42,0.2514647345699138,inform_medicine,"Foi ao posto e me deram azitromicina,paracetamol."
Sim.,58,0.2044590453987105,inform,Sim.
É o meu nariz entupido.,28,0.1941539106019593,inform_symptoms,É o meu nariz entupido.
"A noite, agora sensação de estar com febre e no termômetro  não dá.",68,0.2768749997321487,inform_symptoms,"A noite, agora sensação de estar com [febre](SINTOMA) e no termômetro  não dá."
A noite.,10,0.2554868940323146,inform,A noite.
É os olhos ardendo.,30,0.3552119360803687,inform,É os olhos ardendo.
"Eu ando dentro de casa , fico no quintal o dia inteiro e a noite vou pro quarto dormir.",49,0.2937896432179686,inform,"Eu ando dentro de casa , fico no quintal o dia inteiro e a noite vou pro quarto dormir."
Fico no quintal porque eu tenho uma filha de 2 anos e fica me chamando.,17,0.3015758098004641,inform,Fico no quintal porque eu tenho uma filha de 2 anos e fica me chamando.
Só a noite que eu paro e puxo um pouco o ar.,60,0.3703735815153965,inform_symptoms,Só a noite que eu paro e puxo um pouco o ar.
Pela boca.,36,0.3960186910811551,inform_symptoms,Pela boca.
"Sim ,está entupido mas não estou gripada.",45,0.302169472833689,inform_symptoms,"Sim ,está entupido mas não estou gripada."
"Ontem quando entupiu, me deu umas pontadas nas costas e no peito direito.",22,0.3732018217227818,inform_symptoms,"Ontem quando entupiu, me deu umas pontadas nas costas e no peito direito."
"Ontem de manhã eu fui e passei mal ,a minha pressão baixou porque eu estava com muita dor nas costas.",22,0.2573513818694346,inform_symptoms,"Ontem de manhã eu fui e passei mal ,a minha pressão baixou porque eu estava com muita [dor](SINTOMA) nas costas."
Dipirona e azitromicina.,42,0.2672832540483061,inform_medicine,Dipirona e azitromicina.
Azitromicina durante 5 dias .,42,0.2840565473963908,inform_medicine,Azitromicina durante 5 dias .
1 vez ao dia.,31,0.3309758829029652,inform,1 vez ao dia.
Dipirona quando começo a sentir aumentar as dores e os encomodo.,59,0.3920782586098533,inform_symptoms,Dipirona quando começo a sentir aumentar as [dores](SINTOMA) e os encomodo.
"Tem que tomar direto ,mesmo que não esteja doendo muito.",45,0.430952139569742,inform_symptoms,"Tem que tomar direto ,mesmo que não esteja doendo muito."
Onde posso fazer um exame?,25,0.1482081490004279,request_inform,Onde posso fazer um exame?
Qual posto de saúde?,41,0.2723735408364985,request_inform,Qual posto de saúde?
Eu passo o dia de luvas e mascara. Tem risco de contaminação? As vezes preciso abrir a geladeira. Quando uso o vaso sanitário limpo com água sanitária.,49,0.4495462076452859,inform,Eu passo o dia de luvas e mascara. Tem risco de contaminação? As vezes preciso abrir a geladeira. Quando uso o vaso sanitário limpo com água sanitária.
E também preciso cozinhar.,30,0.3630185350062079,inform,E também preciso cozinhar.
Posso lavar as lousas de luvas?,72,0.2966422093057645,request_inform,Posso lavar as lousas de luvas?
Por enquanto não. Obrigada. Boa noite!,62,0.2508992050246325,greeting,Por enquanto não. Obrigada. Boa noite!
"Desde dia 28/04 comecei a sentir uma dor intensa no corpo, e dia 29/04 junto com a dor no corpo estava sentindo uma moleza, hoje ao acordar comecei a sentir dor de garganta apresentando algumas bolhas amareladas e febre de 38.7.",71,0.2574193633058688,inform_symptoms,"Desde dia 28/04 comecei a sentir uma [dor](SINTOMA) intensa no corpo, e dia 29/04 junto com a [dor](SINTOMA) no corpo estava sentindo uma moleza, hoje ao acordar comecei a sentir [dor de garganta](SINTOMA) apresentando algumas bolhas amareladas e [febre](SINTOMA) de 38.7."
Na lateral direita da garganta,36,0.2928042552323977,inform_symptoms,Na lateral direita da [garganta](SINTOMA)
"Não, é bem visível, perto das amígdalas",59,0.4674617243505335,inform_symptoms,"Não, é bem visível, perto das amígdalas"
"Já tive, a alguns anos atrás",17,0.2944675817345981,inform,"Já tive, a alguns anos atrás"
Umas 16:00 horas,16,0.2063875561033922,inform,Umas 16:00 horas
"Desde esse horário estou monitorando, estava em 37.7, depois subiu pra 38.7, e agora está em 38.0",2,0.328157890645673,inform,"Desde esse horário estou monitorando, estava em 37.7, depois subiu pra 38.7, e agora está em 38.0"
"Sim, paracetamol",44,0.1984211646248093,inform_medicine,"Sim, paracetamol"
19:30 hrs,16,0.4286837532495553,inform,19:30 hrs
"Sinto um piado no peito e começo a tossir, e sinto uma leve dor de cabeça a cima dos olhos",52,0.2180192672411256,inform_symptoms,"Sinto um piado no peito e começo a tossir, e sinto uma leve [dor de cabeça](SINTOMA) a cima dos olhos"
E quando espirro doe a garganta e o ouvido,39,0.2526684226896677,inform_symptoms,E quando espirro doe a [garganta](SINTOMA) e o ouvido
"Eu tenho rinite e sinusite, tomo remédio apenas quando tenho crise",15,0.230529007690562,inform_symptoms,"Eu tenho rinite e [sinusite](SINTOMA), tomo remédio apenas quando tenho crise"
Posso tomar azitromicina? Por conta da garganta,42,0.2535691012990654,inform_medicine,Posso tomar azitromicina? Por conta da [garganta](SINTOMA)
"Não, obrigada",62,0.0513390198567131,greeting,"Não, obrigada"
Obrigada.,63,0.1506300457158472,greeting,Obrigada.
Bom o que tem me precupado em uma febre que dar eu tomo medicamento passa daqui a pouco volta,68,0.3889917669976753,inform_symptoms,Bom o que tem me precupado em uma [febre](SINTOMA) que dar eu tomo medicamento passa daqui a pouco volta
E eu tbm to um pouco cansada,19,0.1435695892522588,inform_symptoms,E eu tbm to um pouco cansada
Horas mais horas menos,16,0.2877868430894983,inform,Horas mais horas menos
Tem hs que parece que tem algo na minha garganta,36,0.3006999023334962,inform_symptoms,Tem hs que parece que tem algo na minha [garganta](SINTOMA)
