,txt,label,distance,intent,annotated_txt
184,Sei,4,0.2845039060548067,inform,Sei
185,Muito obrigada,50,0.0905231060130858,greeting,Muito obrigada
186,Seu nome e?,11,0.5196691761965233,request_inform,Seu nome e?
187,Que deus abençoe vc e sua família,20,0.3720548439206808,greeting,Que deus abençoe vc e sua família
188,Amém,20,0.3354582252079024,greeting,Amém
189,"Olá!  Me chamo Maria Bianca, moro com esposo e um filho de um ano e meio. Há uma semana meu esposo e eu começamos a sentir febre (que vai e volta), dor de garganta e de cabeça. Há 2 dias começamos a sentir um mau estar no peito! Nosso bebê tbm sentiu febre, mas passou. O que devemos fazer?",33,0.2876496309570835,inform_symptoms,"Olá!  Me chamo Maria Bianca, moro com esposo e um filho de um ano e meio. Há uma semana meu esposo e eu começamos a sentir [febre](SINTOMA) (que vai e volta), [dor de garganta](SINTOMA) e de cabeça. Há 2 dias começamos a sentir um mau estar no peito! Nosso bebê tbm sentiu [febre](SINTOMA), mas passou. O que devemos fazer?"
190,Esposo,57,0.3323087405851291,inform_symptoms,Esposo
191,"Não, não",12,0.1842811846734093,inform,"Não, não"
192,Febre que vai e volta Dor de cabeça intensa Dor de garganta Incômodo no peito aumentando aos poucos,33,0.2937604623190084,inform_symptoms,[Febre](SINTOMA) que vai e volta [Dor de cabeça](SINTOMA) intensa [Dor de garganta](SINTOMA) Incômodo no peito aumentando aos poucos
193,Desde sexta passada e há dois dias os incômodos no peito,36,0.410530957050586,inform_symptoms,Desde sexta passada e há dois dias os incômodos no peito
194,O bebê,57,0.4416161032281748,inform,O bebê
195,1 ano e 6 meses,16,0.5319494583009763,inform,1 ano e 6 meses
196,"Ontem sentiu febre e estava com a respiração mais profunda, mas hoje não apresentou nenhum sintoma",33,0.2962230126883526,inform_symptoms,"Ontem sentiu [febre](SINTOMA) e estava com a respiração mais profunda, mas hoje não apresentou nenhum sintoma"
197,Febre ontem,13,0.352438112082702,inform_symptoms,[Febre](SINTOMA) ontem
198,Gemido expiratório somente ontem,31,0.499184956404673,inform,Gemido expiratório somente ontem
199,Eu,4,0.3037932216296941,inform,Eu
200,"Febre ( que já passou) Tosse Espirro Dor de cabeça E cansaso intenso, mesmo em pequenas coisas q faço rotineiramente, exemplo o mingual do bebê.  Comecei a senti desde quinta passada. E o cansaso há 4 dias",56,0.2485454636096498,inform_symptoms,"[Febre](SINTOMA) ( que já passou) [Tosse](SINTOMA) Espirro [Dor de cabeça](SINTOMA) E cansaso intenso, mesmo em pequenas coisas q faço rotineiramente, exemplo o mingual do bebê.  Comecei a senti desde quinta passada. E o cansaso há 4 dias"
201,Onde podemos nos testar?,25,0.4700350914765975,request_inform,Onde podemos nos testar?
202,Obg!,57,0.4633205958107573,inform,Obg!
203,Ontem na hora de dormir tive a sensação de falta de ar.,22,0.4198996381300527,inform_symptoms,Ontem na hora de dormir tive a sensação de [falta de ar](SINTOMA).
204,A minha garganta meio grossa pra passar o ar.,15,0.2343883243458298,inform_symptoms,A minha [garganta](SINTOMA) meio grossa pra passar o ar.
205,Fadiga.,57,0.5303151479009888,inform_symptoms,[Fadiga](SINTOMA).
206,"Estou melhor das dores e do desconforto na cabeça, mas mãe nariz está  entupido.",28,0.3546155406608462,inform_symptoms,"Estou melhor das dores e do desconforto na cabeça, mas mãe nariz está  entupido."
207,"A minha garganta não dói, mas tá grossa pra passar o ar., tenho que ficar puxando o ar as vezes.",15,0.2684021989621816,inform_symptoms,"A minha [garganta](SINTOMA) não dói, mas tá grossa pra passar o ar., tenho que ficar puxando o ar as vezes."
208,"Foi ao posto e me deram azitromicina,paracetamol.",0,0.3954055231129442,inform_medicine,"Foi ao posto e me deram azitromicina,paracetamol."
209,Sim.,12,0.1076481654995437,inform,Sim.
210,É o meu nariz entupido.,28,0.2113862624233811,inform_symptoms,É o meu nariz entupido.
211,"A noite, agora sensação de estar com febre e no termômetro  não dá.",33,0.3165415986435046,inform_symptoms,"A noite, agora sensação de estar com [febre](SINTOMA) e no termômetro  não dá."
212,A noite.,10,0.4330007233358153,inform,A noite.
213,"Eu ando dentro de casa , fico no quintal o dia inteiro e a noite vou pro quarto dormir.",1,0.4775816936054163,inform,"Eu ando dentro de casa , fico no quintal o dia inteiro e a noite vou pro quarto dormir."
214,Fico no quintal porque eu tenho uma filha de 2 anos e fica me chamando.,32,0.4105207295512262,inform,Fico no quintal porque eu tenho uma filha de 2 anos e fica me chamando.
215,Só a noite que eu paro e puxo um pouco o ar.,21,0.520191280390858,inform_symptoms,Só a noite que eu paro e puxo um pouco o ar.
216,Pela boca.,57,0.5787400513026997,inform,Pela boca.
217,"Sim ,está entupido mas não estou gripada.",48,0.3634132229862974,inform_symptoms,"Sim ,está entupido mas não estou gripada."
218,"Ontem quando entupiu, me deu umas pontadas nas costas e no peito direito.",36,0.477366845333166,inform_symptoms,"Ontem quando entupiu, me deu umas pontadas nas costas e no peito direito."
219,"Ontem de manhã eu fui e passei mal ,a minha pressão baixou porque eu estava com muita dor nas costas.",56,0.4250348155496017,inform_symptoms,"Ontem de manhã eu fui e passei mal ,a minha pressão baixou porque eu estava com muita [dor](SINTOMA) nas costas."
220,Dipirona e azitromicina.,54,0.4416284098932659,inform_medicine,Dipirona e azitromicina.
221,Azitromicina durante 5 dias .,16,0.5802726266878666,inform_medicine,Azitromicina durante 5 dias .
222,1 vez ao dia.,16,0.383645332746377,inform,1 vez ao dia.
223,Dipirona quando começo a sentir aumentar as dores e os encomodo.,59,0.4433069854709794,inform_symptoms,Dipirona quando começo a sentir aumentar as [dores](SINTOMA) e os encomodo.
224,"Tem que tomar direto ,mesmo que não esteja doendo muito.",9,0.5262230687463662,inform_medicine,"Tem que tomar direto ,mesmo que não esteja doendo muito."
225,Onde posso fazer um exame?,25,0.2985584638328983,request_inform,Onde posso fazer um exame?
226,Qual posto de saúde?,41,0.4179897378068681,request_inform,Qual posto de saúde?
227,Eu passo o dia de luvas e mascara. Tem risco de contaminação? As vezes preciso abrir a geladeira. Quando uso o vaso sanitário limpo com água sanitária.,6,0.5521071787964826,request_inform,Eu passo o dia de luvas e mascara. Tem risco de contaminação? As vezes preciso abrir a geladeira. Quando uso o vaso sanitário limpo com água sanitária.
228,E também preciso cozinhar.,27,0.6824286526488579,inform,E também preciso cozinhar.
229,Posso lavar as lousas de luvas?,44,0.5022636175072172,request_inform,Posso lavar as lousas de luvas?
230,Por enquanto não. Obrigada. Boa noite!,50,0.272393775449424,greeting,Por enquanto não. Obrigada. Boa noite!
231,"Desde dia 28/04 comecei a sentir uma dor intensa no corpo, e dia 29/04 junto com a dor no corpo estava sentindo uma moleza, hoje ao acordar comecei a sentir dor de garganta apresentando algumas bolhas amareladas e febre de 38.7.",56,0.2781044099459828,inform_symptoms,"Desde dia 28/04 comecei a sentir uma [dor](SINTOMA) intensa no corpo, e dia 29/04 junto com a [dor](SINTOMA) no corpo estava sentindo uma moleza, hoje ao acordar comecei a sentir [dor de garganta](SINTOMA) apresentando algumas bolhas amareladas e [febre](SINTOMA) de 38.7."
232,Na lateral direita da garganta,15,0.4129137582295067,inform_medicine,Na lateral direita da [garganta](SINTOMA)
233,"Não, é bem visível, perto das amígdalas",48,0.4257696045985147,inform,"Não, é bem visível, perto das amígdalas"
234,"Já tive, a alguns anos atrás",7,0.5308567627819696,inform,"Já tive, a alguns anos atrás"
235,Umas 16:00 horas,10,0.5090221248540487,inform,Umas 16:00 horas
236,"Desde esse horário estou monitorando, estava em 37.7, depois subiu pra 38.7, e agora está em 38.0",34,0.5223664801757936,inform,"Desde esse horário estou monitorando, estava em 37.7, depois subiu pra 38.7, e agora está em 38.0"
237,"Sim, paracetamol",0,0.1631988315635082,inform_medicine,"Sim, paracetamol"
238,19:30 hrs,10,0.4781613168069307,inform,19:30 hrs
239,"Sinto um piado no peito e começo a tossir, e sinto uma leve dor de cabeça a cima dos olhos",8,0.262719718604495,inform_symptoms,"Sinto um piado no peito e começo a tossir, e sinto uma leve [dor de cabeça](SINTOMA) a cima dos olhos"
240,E quando espirro doe a garganta e o ouvido,15,0.3362771554492914,inform_symptoms,E quando espirro doe a [garganta](SINTOMA) e o ouvido
241,"Eu tenho rinite e sinusite, tomo remédio apenas quando tenho crise",56,0.3091603097081511,inform_medicine,"Eu tenho rinite e [sinusite](SINTOMA), tomo remédio apenas quando tenho crise"
242,Posso tomar azitromicina? Por conta da garganta,44,0.250149016112529,request_inform,Posso tomar azitromicina? Por conta da [garganta](SINTOMA)
