txt,label,distance,intent,annotated_txt
Nao tem como algum medico fazer uma visita e fazer o teste?,25,0.2545969709190109,request_inform,Nao tem como algum medico fazer uma visita e fazer o teste?
Ele hipertence,73,0.253878277378552,inform_symptoms,Ele hipertence
E disseram que estava normal,30,0.3035184859629661,inform,E disseram que estava normal
Isso a 2 dias atras,31,0.1412584226737022,inform,Isso a 2 dias atras
Ou da pra ir se recuperando em casa?,61,0.2717252995388012,request_inform,Ou da pra ir se recuperando em casa?
Voce recomenda algum remedio que possa melhorar a recuperaçao?,54,0.2676563778684495,request_inform,Voce recomenda algum remedio que possa melhorar a recuperaçao?
Gostaria de saber para eu ficar precavido,6,0.2077071021912788,request_inform,Gostaria de saber para eu ficar precavido
Muito obrigado,63,0.106485694811373,greeting,Muito obrigado
Era so isso mesmo,5,0.2602542355201397,inform,Era so isso mesmo
Qualquer coisa volto a falar aqui,47,0.2293396341048357,inform,Qualquer coisa volto a falar aqui
Tem outra coisa,5,0.3014711656100983,inform,Tem outra coisa
Ele esta sem sentir cheiro e sabor de comida,70,0.1387572100975406,inform_symptoms,Ele esta sem sentir cheiro e sabor de comida
Obg,35,0.3552910333397453,inform_symptoms,Obg
"19 dias atrás comecei a sentir uma quentura na cabeça, nariz escorrendo, dores de cabeça, sentia uma ardência horrível ao respirar, congestão nasal, e garanta inflamada, tomei alguns comprimidos anti gripais, mais nada resolvia, fiz o uso de nimesulida pra garganta não adiantava, comecei a fazer gargarejo de água morna com sal tive uma melhora. Agora atualmente estou com a quentura horrível por dentro, principalmente nas costas, tosse e dores nos braços. Medi minha saturação deu 90",71,0.2219535039640355,inform_symptoms,"19 dias atrás comecei a sentir uma quentura na cabeça, [nariz escorrendo](SINTOMA), [dores de cabeça](SINTOMA), sentia uma ardência horrível ao respirar, [congestão nasal](SINTOMA), e garanta inflamada, tomei alguns comprimidos anti gripais, mais nada resolvia, fiz o uso de nimesulida pra garganta não adiantava, comecei a fazer gargarejo de água morna com sal tive uma melhora. Agora atualmente estou com a quentura horrível por dentro, principalmente nas costas, [tosse](SINTOMA) e dores nos braços. Medi minha saturação deu 90"
Tenho calafrios ao anoitecer,15,0.2723024357148251,inform_symptoms,Tenho calafrios ao anoitecer
Sinto como de minha respiração fosse quente,60,0.242868191042455,inform_symptoms,Sinto como de minha respiração fosse quente
Me sino cansada se falo muito,19,0.2354508399016714,inform_symptoms,Me sino cansada se falo muito
Sem febre,33,0.1736366835423276,inform_symptoms,Sem [febre](SINTOMA)
Tive melhoras,43,0.2343004980987335,inform,Tive melhoras
"Só essa tosse que persiste a noite, dores nos braços, e essa quentura no corpo",52,0.2087677920350436,inform_symptoms,"Só essa [tosse](SINTOMA) que persiste a noite, dores nos braços, e essa quentura no corpo"
Assim,12,0.1863545414750456,inform,Assim
Quando falo muito me sinto um pouco cansada. Quando olhei estava assim,39,0.2642812922259109,inform_symptoms,Quando falo muito me sinto um pouco cansada. Quando olhei estava assim
Cansaço sim,74,0.2935206508490433,inform_medicine,[Cansaço](SINTOMA) sim
Só de um lado,69,0.3447993429338136,inform,Só de um lado
Incômoda um pouco,3,0.1527600932373601,inform_symptoms,Incômoda um pouco
E a tosse,13,0.1966489839540051,inform_symptoms,E a [tosse](SINTOMA)
Em devo ir ao posto de saúde,41,0.178412311709212,request_inform,Em devo ir ao posto de saúde
OK,67,0.1499086241738816,inform,OK
De ontem para hoje me deu febre,22,0.2030314526281428,inform_symptoms,De ontem para hoje me deu [febre](SINTOMA)
E agora estou com um pouco de falta de ar,37,0.1777925987763151,inform_symptoms,E agora estou com um pouco de [falta de ar](SINTOMA)
Não.,18,0.2168674377679595,inform,Não.
Pois tive,69,0.2910633241252469,inform,Pois tive
Meus olhos estão quentes,32,0.2460510417397424,inform,Meus olhos estão quentes
Tanto que eu não queria informar. Pois pensei ter sido uma gripe,45,0.3456523415184833,inform_symptoms,Tanto que eu não queria informar. Pois pensei ter sido uma gripe
Não melhorei. Apenas diminui,45,0.2641514413016835,inform_symptoms,Não melhorei. Apenas diminui
Agora está pouco,48,0.1959457554390313,inform,Agora está pouco
Diga,35,0.3514125430461128,inform_symptoms,Diga
Ok. Muito obrigado pela atenção.,20,0.1665060693418051,greeting,Ok. Muito obrigado pela atenção.
"Boa noite, estou bem melhor",43,0.1574682857581375,inform,"Boa noite, estou bem melhor"
A minha mulher que ainda ta com alguns sintomas,38,0.2488099126723592,inform_symptoms,A minha mulher que ainda ta com alguns sintomas
O meu domingo,21,0.2188234742479474,inform,O meu domingo
Tô isolada com minha mulher e minha filha de 3anos,32,0.2536999119935232,inform,Tô isolada com minha mulher e minha filha de 3anos
Muito obrigada,63,0.1084240095458441,greeting,Muito obrigada
Seu nome e?,76,0.2368315482124295,request_inform,Seu nome e?
Que deus abençoe vc e sua família,51,0.2558677995814504,greeting,Que deus abençoe vc e sua família
Esposo,35,0.3493048554025592,inform_symptoms,Esposo
"Não, não",18,0.1997092486548831,inform,"Não, não"
Febre que vai e volta Dor de cabeça intensa Dor de garganta Incômodo no peito aumentando aos poucos,52,0.2073487312640719,inform_symptoms,[Febre](SINTOMA) que vai e volta [Dor de cabeça](SINTOMA) intensa [Dor de garganta](SINTOMA) Incômodo no peito aumentando aos poucos
"Travessa Grande Otelo, 34, Vila-velha 2",34,0.4729361166319258,inform,"Travessa Grande Otelo, 34, Vila-velha 2"
O bebê,69,0.2975434034544542,inform,O bebê
"Ontem sentiu febre e estava com a respiração mais profunda, mas hoje não apresentou nenhum sintoma",68,0.1760058039617328,inform_symptoms,"Ontem sentiu [febre](SINTOMA) e estava com a respiração mais profunda, mas hoje não apresentou nenhum sintoma"
Eu,12,0.2459312552084777,inform,Eu
Onde podemos nos testar?,25,0.2486516844595947,request_inform,Onde podemos nos testar?
Ontem na hora de dormir tive a sensação de falta de ar.,22,0.2630835820720788,inform_symptoms,Ontem na hora de dormir tive a sensação de [falta de ar](SINTOMA).
"Foi ao posto e me deram azitromicina,paracetamol.",42,0.2514647345699138,inform_medicine,"Foi ao posto e me deram azitromicina,paracetamol."
Sim.,58,0.2044590453987105,inform,Sim.
É o meu nariz entupido.,28,0.1941539106019593,inform_symptoms,É o meu nariz entupido.
"A noite, agora sensação de estar com febre e no termômetro  não dá.",68,0.2768749997321487,inform_symptoms,"A noite, agora sensação de estar com [febre](SINTOMA) e no termômetro  não dá."
"Eu ando dentro de casa , fico no quintal o dia inteiro e a noite vou pro quarto dormir.",49,0.2937896432179686,inform,"Eu ando dentro de casa , fico no quintal o dia inteiro e a noite vou pro quarto dormir."
"Sim ,está entupido mas não estou gripada.",45,0.302169472833689,inform_symptoms,"Sim ,está entupido mas não estou gripada."
"Ontem de manhã eu fui e passei mal ,a minha pressão baixou porque eu estava com muita dor nas costas.",22,0.2573513818694346,inform_symptoms,"Ontem de manhã eu fui e passei mal ,a minha pressão baixou porque eu estava com muita [dor](SINTOMA) nas costas."
Dipirona e azitromicina.,42,0.2672832540483061,inform_medicine,Dipirona e azitromicina.
Azitromicina durante 5 dias .,42,0.2840565473963908,inform_medicine,Azitromicina durante 5 dias .
Onde posso fazer um exame?,25,0.1482081490004279,request_inform,Onde posso fazer um exame?
Qual posto de saúde?,41,0.2723735408364985,request_inform,Qual posto de saúde?
"Desde dia 28/04 comecei a sentir uma dor intensa no corpo, e dia 29/04 junto com a dor no corpo estava sentindo uma moleza, hoje ao acordar comecei a sentir dor de garganta apresentando algumas bolhas amareladas e febre de 38.7.",71,0.2574193633058688,inform_symptoms,"Desde dia 28/04 comecei a sentir uma [dor](SINTOMA) intensa no corpo, e dia 29/04 junto com a [dor](SINTOMA) no corpo estava sentindo uma moleza, hoje ao acordar comecei a sentir [dor de garganta](SINTOMA) apresentando algumas bolhas amareladas e [febre](SINTOMA) de 38.7."
Umas 16:00 horas,16,0.2063875561033922,inform,Umas 16:00 horas
"Sim, paracetamol",44,0.1984211646248093,inform_medicine,"Sim, paracetamol"
"Sinto um piado no peito e começo a tossir, e sinto uma leve dor de cabeça a cima dos olhos",52,0.2180192672411256,inform_symptoms,"Sinto um piado no peito e começo a tossir, e sinto uma leve [dor de cabeça](SINTOMA) a cima dos olhos"
E quando espirro doe a garganta e o ouvido,39,0.2526684226896677,inform_symptoms,E quando espirro doe a [garganta](SINTOMA) e o ouvido
"Eu tenho rinite e sinusite, tomo remédio apenas quando tenho crise",15,0.230529007690562,inform_symptoms,"Eu tenho rinite e [sinusite](SINTOMA), tomo remédio apenas quando tenho crise"
Posso tomar azitromicina? Por conta da garganta,42,0.2535691012990654,inform_medicine,Posso tomar azitromicina? Por conta da [garganta](SINTOMA)
"Não, obrigada",62,0.0513390198567131,greeting,"Não, obrigada"
Obrigada.,63,0.1506300457158472,greeting,Obrigada.
E eu tbm to um pouco cansada,19,0.1435695892522588,inform_symptoms,E eu tbm to um pouco cansada
Horas mais horas menos,16,0.2877868430894983,inform,Horas mais horas menos
Olha ao todo faz 10 dias,31,0.2122092021693348,inform,Olha ao todo faz 10 dias
A febre e a fadiga mais encomoda,8,0.2536336718858313,inform_symptoms,A [febre](SINTOMA) e a [fadiga](SINTOMA) mais encomoda
Ta com uns 4 dias,31,0.11553475330324,inform,Ta com uns 4 dias
Consigo tomar banho,72,0.2534677843322838,request_inform,Consigo tomar banho
Comer nao to conseguindo muito por causo dos enjoous,45,0.3160557982404973,inform_symptoms,Comer nao to conseguindo muito por causo dos enjoous
Mas nao chego a vomitar,40,0.2073607438742568,inform_symptoms,Mas nao chego a [vomitar](SINTOMA)
Mas eu consigo lavar uma louça,72,0.267928215708002,request_inform,Mas eu consigo lavar uma louça
Enxugar,35,0.3546207157797896,inform_symptoms,Enxugar
Fico muito cansada,19,0.1350151852837298,inform_symptoms,Fico muito cansada
Dai tomei ixine,74,0.3180223273249333,inform_medicine,Dai tomei ixine
So assim consegui dormir,75,0.1909083655533101,inform,So assim consegui dormir
Pq tava muito inquieta,55,0.2274183749793349,inform_symptoms,Pq tava muito inquieta
Dormi e acordei melhor,75,0.1793222377520017,inform,Dormi e acordei melhor
Agora to,48,0.2094610817017235,inform,Agora to
Mas ta mais fraco,40,0.2308153651393412,inform_symptoms,Mas ta mais fraco
Nao ta muito forte,78,0.2641300360511893,inform,Nao ta muito forte
Mas eu sinto que nao respiro como antes,40,0.2240334630867693,inform_symptoms,Mas eu sinto que nao respiro como antes
Faz uns 4 a 5 dias,31,0.1979143030203816,inform,Faz uns 4 a 5 dias
Agora é a qualquer momento,48,0.1616791967980636,inform,Agora é a qualquer momento
Nem dor de garganta e nariz escorrendo foi apenas 1 dia,28,0.2406853932293227,inform_symptoms,Nem [dor de garganta](SINTOMA) e [nariz escorrendo](SINTOMA) foi apenas 1 dia
No primeiro dia dos sintomas,38,0.2205538905887908,inform_symptoms,No primeiro dia dos sintomas
Passei o dia enteiro espirrando tomei remedio e passou,79,0.323759488917085,inform_medicine,Passei o dia enteiro espirrando tomei remedio e passou
Tosse nao tive de jeito nenhum,78,0.2710629207689968,inform,[Tosse](SINTOMA) nao tive de jeito nenhum
"Nao apenas febre, dor no corpo especialmente pescoço e costa, fadiga dificuldade na respiração, as vezes dor de cabeça enjou e so",52,0.2217693971158626,inform_symptoms,"Nao apenas [febre](SINTOMA), [dor](SINTOMA) no corpo especialmente pescoço e costa, [fadiga](SINTOMA) dificuldade na respiração, as vezes [dor de cabeça](SINTOMA) enjou e so"
Uma divida,35,0.2839253533450888,inform_symptoms,Uma divida
Com 14 dias?,31,0.203688649408035,inform,Com 14 dias?
Eu nao tenho nenhuma condição de me isolar do meu filho de 5 anos,17,0.2690145993894071,inform,Eu nao tenho nenhuma condição de me isolar do meu filho de 5 anos
Em casa,1,0.1874895983926849,inform,Em casa
Deus a abencoe,51,0.2587476050210124,greeting,Deus a abencoe
A 5 dias estou com dor de barriga e diareia,56,0.2045278138730287,inform_symptoms,A 5 dias estou com [dor de](SINTOMA) barriga e diareia
Normal,35,0.3462850750894256,inform_symptoms,Normal
Assim eu ja sofro de dor de cabeca sempre,59,0.2438190154118805,inform_symptoms,Assim eu ja sofro de dor de cabeca sempre
Hoje estou sentido um pouco na testa,27,0.1949183792702277,inform,Hoje estou sentido um pouco na testa
Estável,35,0.3118940035585379,inform_symptoms,Estável
Bem pouquinho,3,0.1456937659169175,inform_symptoms,Bem pouquinho
Hoje que aumentou,27,0.234469474000645,inform,Hoje que aumentou
Uma baba e as vezes escuras .amarelas,64,0.2722135709977153,inform_symptoms,Uma baba e as vezes escuras .amarelas
N entrndi,35,0.3254868924459607,inform_symptoms,N entrndi
Mudou,69,0.3315279178996972,inform,Mudou
Tenho filho pequeno,17,0.234744472877266,inform,Tenho filho pequeno
Ta certo,58,0.1845382714904559,inform,Ta certo
Seja mais claro por favor,5,0.3521642354173938,inform,Seja mais claro por favor
Gracas a Deus,51,0.1489941758809098,greeting,Gracas a Deus
Ta Tendo essa virose?,23,0.2567680329039806,request_inform,Ta Tendo essa virose?
E o proteja,69,0.303688233773727,inform,E o proteja
"Faz 6 dias que estou com sintomas,febre dor no corpo, fadiga e uma febre persistente",56,0.2321351706713869,inform_symptoms,"Faz 6 dias que estou com sintomas,[febre](SINTOMA) [dor](SINTOMA) no corpo, [fadiga](SINTOMA) e uma [febre](SINTOMA) persistente"
"Tenho crises de ansiedade, estava com garganta inflamada e por conta disso sempre que vejo algo referente ao covid-19 bate logo uma falta de ar.",15,0.2728140831821118,inform_symptoms,"Tenho crises de [ansiedade](SINTOMA), estava com garganta inflamada e por conta disso sempre que vejo algo referente ao covid-19 bate logo uma [falta de ar](SINTOMA)."
"Okay, por favor",67,0.176862936652433,inform,"Okay, por favor"
Okay,67,0.1324558117740792,inform,Okay
Bem melhor. Obrigado,63,0.1578343513473581,greeting,Bem melhor. Obrigado
"Okay, então.",67,0.1877924371800116,inform,"Okay, então."
Oi,12,0.2872615554935066,inform,Oi
Isso agora 19:51,48,0.2044102930778435,inform,Isso agora 19:51
Pediram pra mim ir ao hospital,53,0.1807894443311372,request_inform,Pediram pra mim ir ao hospital
"Mas, o medo de sair é grande",46,0.2601684778192875,inform,"Mas, o medo de sair é grande"
E tomei banho,30,0.2539325595412312,inform,E tomei banho
Agora coloquei de novo está 37.1,2,0.222475672013656,inform,Agora coloquei de novo está 37.1
Pois é,12,0.161104923531389,inform,Pois é
"Mas, mãe pra estou sentindo quente",40,0.227636679073558,inform_symptoms,"Mas, mãe pra estou sentindo quente"
Me sentindo quente,8,0.2369006739397625,inform_symptoms,Me sentindo quente
Principalemte depois das 18,16,0.2999486787138306,inform,Principalemte depois das 18
Agora hoje deu 38.3,2,0.1324486207057796,inform,Agora hoje deu 38.3
Hoje faz 7 dias,31,0.1200533282168223,inform,Hoje faz 7 dias
"Mas, febre mesmo acima de 37.8",0,0.168891500057965,inform_symptoms,"Mas, [febre](SINTOMA) mesmo acima de 37.8"
Só deu hoje,27,0.1860061819124112,inform,Só deu hoje
Corpo,35,0.3091666318256681,inform_symptoms,Corpo
"Mas, não dava afim de 37.7",2,0.2362112862058312,inform,"Mas, não dava afim de 37.7"
"Só tosse, febre agora, dor de cabeça mais atrás do olhos",52,0.2033353019490762,inform_symptoms,"Só [tosse](SINTOMA), [febre](SINTOMA) agora, [dor de cabeça](SINTOMA) mais atrás do olhos"
Não estou saindo pra nada,78,0.1782297177602239,inform,Não estou saindo pra nada
Só saiu do quarto pra ir ao banheiro,5,0.3477601713638067,inform,Só saiu do quarto pra ir ao banheiro
Deixa eu te fazer uma pergunta,47,0.3149563167686816,inform,Deixa eu te fazer uma pergunta
Tá tendo dengue ?,23,0.3219063238794237,request_inform,Tá tendo [dengue](SINTOMA) ?
Estou fazendo isso,4,0.1447805053269021,inform,Estou fazendo isso
Num é isso,12,0.2423052797351774,inform,Num é isso
Pq minha mãe até me perguntou,32,0.2839249741228868,inform,Pq minha mãe até me perguntou
Será se pode ser dengue ?,23,0.2808996842569721,request_inform,Será se pode ser [dengue](SINTOMA) ?
Só se sentir febre ou dor,8,0.2165523392897139,inform_symptoms,Só se sentir [febre](SINTOMA) ou [dor](SINTOMA)
Continuo assim,4,0.2250992308667632,inform,Continuo assim
Pq as vezes penso que tomar de 8/8 horas ou 6 em 6,16,0.2793773068379384,inform,Pq as vezes penso que tomar de 8/8 horas ou 6 em 6
Algo assim,12,0.2676516112129157,inform,Algo assim
Acho que segura mais,24,0.227830110584317,inform,Acho que segura mais
Intendi,35,0.3532638695540271,inform_symptoms,Intendi
"Então, posso fazer um teste ficar  tomando de 6 em 6",25,0.2833345099099886,request_inform,"Então, posso fazer um teste ficar  tomando de 6 em 6"
Compreendo,35,0.2913552117092491,inform_symptoms,Compreendo
"Mas, caso esteja me sentindo quente",40,0.2373668021889028,inform_symptoms,"Mas, caso esteja me sentindo quente"
Posso tomar?,72,0.1375407291463738,request_inform,Posso tomar?
Quais os sintomas  da dengue?,38,0.2333141573198841,inform_symptoms,Quais os sintomas  da [dengue](SINTOMA)?
É mais ou menos isso que estou,30,0.2968008413493527,inform,É mais ou menos isso que estou
Isso é bom ?,76,0.205474562710196,request_inform,Isso é bom ?
Tudo bem,67,0.1054553220334856,inform,Tudo bem
A temperatura ainda está em 37.5,0,0.1968233368408369,inform_symptoms,A temperatura ainda está em 37.5
Vi Agora,48,0.2235331881557413,inform,Vi Agora
Estou melhor,43,0.1177471183685413,inform,Estou melhor
Sempre observando sintomas,38,0.245624206881462,inform_symptoms,Sempre observando sintomas
Tô sem sentir cheiro e gosto,70,0.1153022772350668,inform_symptoms,Tô sem sentir cheiro e gosto
Já faz 3 dias q estou sem sentir cheiro e gosto,56,0.2030707165209212,inform_symptoms,Já faz 3 dias q estou sem sentir cheiro e gosto
"Somente isso,pode ser coronavirus?",23,0.2847430402106261,request_inform,"Somente isso,pode ser coronavirus?"
Tô desesperada já,50,0.2770084572842034,inform_symptoms,Tô desesperada já
Somente uma leve irritação na garganta,36,0.2169847810342349,inform_symptoms,Somente uma leve irritação na [garganta](SINTOMA)
Somente isso,12,0.2473079205882806,inform,Somente isso
Nao,18,0.2190729476252484,inform,Nao
Então nesse caso posso ficar segura q n é covid19,29,0.2809268891011486,request_inform,Então nesse caso posso ficar segura q n é covid19
E logo em seguida passou,30,0.243710104689932,inform,E logo em seguida passou
Mais quando eu vou ao banheiro eu fico cansada,39,0.2116098941443899,inform_symptoms,Mais quando eu vou ao banheiro eu fico cansada
Falta o ar,37,0.1521506472326722,inform_symptoms,[Falta o ar](SINTOMA)
Quando eu deito relaxo,75,0.170352996020538,inform,Quando eu deito relaxo
A covid trás este tipo de sintomas?,38,0.2616401531408812,inform_symptoms,A covid trás este tipo de sintomas?
Quando eu mim levanto já fico ofegante,39,0.1711749947169651,inform_symptoms,Quando eu mim levanto já fico ofegante
Só quando eu mim levanto,39,0.2042013120261081,inform_symptoms,Só quando eu mim levanto
Caso eu vou ao banheiro,26,0.2521255463141885,inform,Caso eu vou ao banheiro
Aí eu sinto o cansaço,19,0.2042797965669079,inform_symptoms,Aí eu sinto o [cansaço](SINTOMA)
Se eu demorar sinto a falta de ar,37,0.1847419042463119,inform_symptoms,Se eu demorar sinto a [falta de ar](SINTOMA)
Já sim,4,0.2300070649693125,inform,Já sim
Eu tenho,4,0.1564871544688284,inform,Eu tenho
Já,12,0.2129858736461038,inform,Já
Mais eu sentia as crises,40,0.2080188272053069,inform_symptoms,Mais eu sentia as crises
E acompanhado com inflamação da garganta,36,0.2424577445271027,inform_symptoms,E acompanhado com [inflamação](SINTOMA) da [garganta](SINTOMA)
Mais hj não sinto nada na garganta,36,0.2468844367800011,inform_symptoms,Mais hj não sinto nada na [garganta](SINTOMA)
Somente o cansaço,50,0.2884757614064671,inform_symptoms,Somente o [cansaço](SINTOMA)
Mais já estou com febre,40,0.1685249388250369,inform_symptoms,Mais já estou com [febre](SINTOMA)
É menos,30,0.2933350771554062,inform,É menos
Só fica intenso quando vou ao banheiro,39,0.2588050678104138,inform_symptoms,Só fica intenso quando vou ao banheiro
Agora a pouco,48,0.1628464338051999,inform,Agora a pouco
Tomei o dipirona,9,0.3153521175648884,inform_medicine,Tomei o dipirona
No momento estou conseguindo,48,0.1698022059838617,inform,No momento estou conseguindo
Tomava bombinha,9,0.3554275833057665,inform_medicine,Tomava bombinha
Mais tive alguns desconfortos e parei pelo médico,77,0.2994391940121608,inform,Mais tive alguns desconfortos e parei pelo médico
"Não,só o dipirona",74,0.3754805019224154,inform_medicine,"Não,só o dipirona"
Quando fico doente,39,0.1703314629596779,inform_symptoms,Quando fico doente
"Tive febre ontem, tomei paracetamol é fui deitar hoje já amanheci sem febre",22,0.2426732835020283,inform_symptoms,"Tive [febre](SINTOMA) ontem, tomei paracetamol é fui deitar hoje já amanheci sem [febre](SINTOMA)"
Não usei termômetro,78,0.2516630081706441,inform,Não usei termômetro
Com paracetamol e descansando,44,0.1923927381901543,inform_medicine,Com paracetamol e descansando
Hoje ñ estou com febre,27,0.1391528565998997,inform,Hoje ñ estou com [febre](SINTOMA)
Senti muitas dores ontem,22,0.1512504771085682,inform_symptoms,Senti muitas [dores](SINTOMA) ontem
Hoje estou apresentando falta de paladar e falta de oufato,70,0.1685852314077136,inform_symptoms,Hoje estou apresentando falta de paladar e falta de oufato
Ontem,10,0.1656273838213169,inform,Ontem
A dois dias,31,0.1968119338826547,inform,A dois dias
Nada mais,18,0.199691904196769,inform,Nada mais
Meu pai tem diabetes,73,0.2147502206614301,inform_symptoms,Meu pai tem [diabetes](SINTOMA)
Não consegue ficar sentado,78,0.2512697559154245,inform,Não consegue ficar sentado
Isso,12,0.1801288464718203,inform,Isso
Ele piorou,50,0.2871501979122947,inform_symptoms,Ele piorou
Tá com dor nas costas,65,0.1551614521891854,inform_symptoms,Tá com [dor nas costas](SINTOMA)
A tosse continua,13,0.2647220085040602,inform_symptoms,A [tosse](SINTOMA) continua
Não terminou de comer,78,0.225057848824553,inform,Não terminou de comer
Vou ligar pro SAMU então,26,0.2786387166814141,inform,Vou ligar pro SAMU então
Falta de ar,37,0.1594698084963723,inform_symptoms,[Falta de ar](SINTOMA)
